
                  BEAST v1.8.1, 2002-2014
       Bayesian Evolutionary Analysis Sampling Trees
                 Designed and developed by
   Alexei J. Drummond, Andrew Rambaut and Marc A. Suchard
                              
               Department of Computer Science
                   University of Auckland
                  alexei@cs.auckland.ac.nz
                              
             Institute of Evolutionary Biology
                  University of Edinburgh
                     a.rambaut@ed.ac.uk
                              
              David Geffen School of Medicine
           University of California, Los Angeles
                     msuchard@ucla.edu
                              
                Downloads, Help & Resources:
                 	http://beast.bio.ed.ac.uk
                              
Source code distributed under the GNU Lesser General Public License:
            	http://code.google.com/p/beast-mcmc
                              
                     BEAST developers:
	Alex Alekseyenko, Guy Baele, Trevor Bedford, Filip Bielejec, Erik Bloomquist, Matthew Hall,
	Joseph Heled, Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li,
	Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel,
          	Oliver Pybus, Chieh-Hsi Wu, Walter Xie
                              
                         Thanks to:
    	Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Using BEAGLE library v2.1.2 for accelerated, parallel likelihood evaluation
2009-2013, BEAGLE Working Group - http://beagle-lib.googlecode.com/
Citation: Ayres et al (2012) Systematic Biology 61: 170-173 | doi:10.1093/sysbio/syr100



Random number seed: 1428625469005



Loading additional development parsers from development_parsers.properties, which is additional set of parsers only available for development version ...

Parsing XML file: separatebeastinfile.xml
  File encoding: UTF8
Looking for plugins in /fh/fast/bloom_j/grp/Heather/TcellEpitopeComparisons/swine/HA_H3/plugins
Read alignment: alignment
  Sequences = 57
      Sites = 566
   Datatype = amino acid
Site patterns 'patterns' created from positions 1-566 of alignment 'alignment'
  pattern count = 566
Creating the tree model, 'treeModel'
  initial tree topology = (((((((((((2003A/swine/Italy/268086/2003|EU982298|2003.,2006A/swine/Italy/66945/2006|EU037014|2006.),1999A/swine/Bakum/8602/99|EF409250|1999.),(1999A/swine/HongKong/5190/99|AY363519|1999.,2000A/swine/Italy/9181/2000|DQ975266|2000.)),2005A/swine/Italy/30574/2005|EU045372|2005.),(1994A/Swine/Italy/25823/94|AF213903|1994.,2004A/swine/Spain/54008/2004|CY010564|2004.)),((((1991A/Swine/Netherlands/784/91|AF092057|1991.,1995A/swine/Germany/Vi3161/95|AM920723|1995.),(1992A/swine/Italy/1188/1992|DQ975258|1992.,1993A/Swine/Netherlands/849/93|AF092054|1993.)),1983A/swine/Italy/309/1983|X73489|1983.),1987A/swine/Italy/635/1987|X73491|1987.)),((((2001A/swine/Spain/33601/2001|CY009372|2001.,2002A/swine/Spain/42386/2002|CY020501|2002.),2003A/swine/Nordkirchen/IDT1993/2003|EU924271|2003.247),1997A/swine/Germany/SEC27/97|AM920733|1997.),2007A/swine/Italy/10659-1/2007|EU982295|2007.)),((((2001A/swine/Italy/7680/2001|EU045365|2001.,2002A/swine/Spain/39139/2002|CY009380|2002.),1987A/swine/Italy/636/87|AJ293928|1987.),2004A/swine/Italy/297576/2004|EU045371|2004.),1988A/swine/Italy/729/1988|DQ975256|1988.)),(((((((1995A/swine/Italy/1380-2/1995|DQ975260|1995.,2003A/swine/Bissendorf/IDT1864/2003|GQ161170|2003.211),1998A/swine/Italy/1510/98|AJ293932|1998.),1985A/swine/Italy/520/85|X73490|1985.),1996A/swine/Italy/1477/96|AJ293931|1996.),1992A/swine/Italy/1243/92|AJ293929|1992.),(1993A/Swine/Netherlands/L2/93|AF092056|1993.,2000A/swine/HongKong/7982/00|AY363522|2000.)),1997A/swine/Lohne/1/97|EF409249|1997.)),((((((1992A/swine/IDT/Re220/92|AY701752|1992.,1998A/swine/Flanders/1/1998|FJ842116|1998.),1996A/Swine/Oedenrode/7C/96|AF092053|1996.),2006A/swine/Italy/79604/2006|EU045374|2006.),1994A/Swine/Belgium/231/94|AF092055|1994.),1985A/Swine/Utrecht/4/85|AF092058|1985.),(((((1994A/swine/Finistere/510/94|AJ311511|1994.,1998A/swine/Italy/9264/1998|EU045360|1998.),1997A/Swine/Breugel/97|AF092052|1997.),1999A/swine/HongKong/5200/99|AY363520|1999.),(1987A/swine/Italy/630/1987|DQ975255|1987.,2004A/swine/Italy/58356/2004|EU045368|2004.)),(1984A/swine/CotedArmor/3633/84|AJ293933|1984.,2002A/swine/Germany/S043/2002|AM920742|2002.)))),(((((1993A/swine/Bakum/909/93|AJ252130|1993.,2001A/swine/HongKong/9745/01|AY363524|2001.),(2000A/swine/Italy/1962-1/2000|DQ975265|2000.,2007A/swine/Hungary/13509/2007|FJ798772|2007.581)),1984A/Swine/Brabant/84|AF092059|1984.),((1995A/swine/Belgium/87/95|AJ293927|1995.,2007A/swine/Italy/50127/2007|EU982296|2007.),(1996A/swine/Jena/5/1996|EF409248|1996.,2006A/swine/Italy/114347/2006|EU045376|2006.))),1984A/swine/Ukkel/1/1984|M73775|1984.))
  tree height = 1171.6896269136032
Using strict molecular clock model.
Creating site model.
Using BEAGLE TreeLikelihood
  Branch rate model used: strictClockBranchRates
  Using BEAGLE resource 0: CPU
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_NONE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
  Ignoring ambiguities in tree likelihood.
  With 566 unique site patterns.
  Using rescaling scheme : delayed
Optimization Schedule: log
Likelihood computation is using an auto sizing thread pool.
Creating the MCMC chain:
  chainLength=30000000
  autoOptimize=true
  autoOptimize delayed for 10000 steps
# BEAST v1.8.1, r6542
# Generated Thu Apr 09 17:24:29 PDT 2015 [seed=1428625469005]
state	Posterior   	Prior       	Likelihood  	rootHeight  	clock.rate  
22944000	-4476.9497  	-193.1915   	-4283.7582  	29.8624     	3.69638E-3  	0.45 hours/million states
22945000	-4477.3996  	-194.6326   	-4282.7670  	32.7718     	3.86879E-3  	0.45 hours/million states
22946000	-4478.6676  	-188.7281   	-4289.9395  	32.9429     	3.72295E-3  	0.45 hours/million states
22947000	-4477.8595  	-193.0941   	-4284.7654  	31.5943     	4.12629E-3  	0.45 hours/million states
22948000	-4479.5942  	-195.0844   	-4284.5098  	30.9536     	3.95648E-3  	0.45 hours/million states
22949000	-4483.7942  	-196.6642   	-4287.1299  	31.6775     	4.16366E-3  	0.45 hours/million states
22950000	-4483.2562  	-195.2797   	-4287.9765  	30.9530     	4.03205E-3  	0.45 hours/million states
22951000	-4477.0004  	-195.1262   	-4281.8741  	31.9576     	4.25756E-3  	0.45 hours/million states
22952000	-4473.1361  	-190.9538   	-4282.1823  	31.0647     	3.98614E-3  	0.45 hours/million states
22953000	-4479.6351  	-199.7013   	-4279.9338  	28.7272     	3.8222E-3   	0.45 hours/million states
22954000	-4471.8583  	-197.5271   	-4274.3312  	32.2767     	3.79329E-3  	0.45 hours/million states
22955000	-4479.3795  	-202.2071   	-4277.1723  	33.2365     	3.51773E-3  	0.45 hours/million states
22956000	-4475.1527  	-198.8154   	-4276.3373  	29.7347     	3.60865E-3  	0.45 hours/million states
22957000	-4479.5530  	-201.1309   	-4278.4221  	33.8085     	3.72263E-3  	0.45 hours/million states
22958000	-4481.5526  	-201.6961   	-4279.8565  	33.8465     	3.58317E-3  	0.45 hours/million states
22959000	-4484.1844  	-202.1605   	-4282.0239  	33.9856     	3.44063E-3  	0.45 hours/million states
22960000	-4488.4085  	-206.0187   	-4282.3898  	34.3246     	3.10558E-3  	0.45 hours/million states
22961000	-4486.5218  	-201.0578   	-4285.4641  	30.1662     	3.80748E-3  	0.45 hours/million states
22962000	-4484.0053  	-205.2200   	-4278.7853  	34.4831     	3.33912E-3  	0.45 hours/million states
22963000	-4476.8943  	-196.3371   	-4280.5572  	34.3196     	3.85507E-3  	0.45 hours/million states
22964000	-4488.7009  	-196.4979   	-4292.2030  	30.0213     	4.00327E-3  	0.45 hours/million states
22965000	-4476.4209  	-200.3502   	-4276.0707  	30.7913     	3.73203E-3  	0.45 hours/million states
22966000	-4477.4276  	-193.1516   	-4284.2760  	29.4866     	4.02007E-3  	0.45 hours/million states
22967000	-4478.1766  	-193.2027   	-4284.9738  	32.2664     	4.02688E-3  	0.45 hours/million states
22968000	-4471.0623  	-190.2727   	-4280.7896  	30.5151     	4.17481E-3  	0.45 hours/million states
22969000	-4471.4242  	-187.9747   	-4283.4495  	31.6477     	4.16142E-3  	0.45 hours/million states
22970000	-4480.5309  	-195.6782   	-4284.8527  	31.7906     	4.07056E-3  	0.45 hours/million states
22971000	-4480.8750  	-194.3567   	-4286.5184  	29.8836     	3.79304E-3  	0.45 hours/million states
22972000	-4472.9413  	-195.5373   	-4277.4040  	30.2672     	4.09352E-3  	0.45 hours/million states
22973000	-4477.2018  	-196.8545   	-4280.3473  	33.0354     	3.9646E-3   	0.45 hours/million states
22974000	-4471.9329  	-192.8140   	-4279.1189  	32.8473     	3.99037E-3  	0.45 hours/million states
22975000	-4469.3964  	-186.2325   	-4283.1639  	30.0517     	4.03378E-3  	0.45 hours/million states
22976000	-4476.1559  	-187.5014   	-4288.6545  	33.9018     	4.32047E-3  	0.45 hours/million states
22977000	-4471.4805  	-186.2258   	-4285.2547  	28.2086     	4.1776E-3   	0.45 hours/million states
22978000	-4466.7804  	-188.3608   	-4278.4197  	31.0687     	3.72701E-3  	0.45 hours/million states
22979000	-4473.9463  	-188.5696   	-4285.3767  	31.6273     	3.94606E-3  	0.45 hours/million states
22980000	-4477.8327  	-194.5835   	-4283.2492  	32.0496     	4.14542E-3  	0.45 hours/million states
22981000	-4468.6011  	-187.7572   	-4280.8439  	29.0065     	4.19202E-3  	0.45 hours/million states
22982000	-4486.2552  	-194.9877   	-4291.2675  	31.1820     	4.17693E-3  	0.45 hours/million states
22983000	-4472.6807  	-186.6092   	-4286.0716  	31.7454     	4.15431E-3  	0.45 hours/million states
22984000	-4467.6014  	-188.5950   	-4279.0064  	30.1522     	4.35044E-3  	0.45 hours/million states
22985000	-4472.3930  	-193.5926   	-4278.8004  	31.0170     	4.04571E-3  	0.45 hours/million states
22986000	-4471.5643  	-194.8756   	-4276.6887  	31.2872     	4.1406E-3   	0.45 hours/million states
22987000	-4472.9356  	-198.3934   	-4274.5422  	34.2355     	3.8673E-3   	0.45 hours/million states
22988000	-4477.8852  	-199.3758   	-4278.5094  	30.5683     	3.47846E-3  	0.45 hours/million states
22989000	-4475.6264  	-194.2648   	-4281.3616  	31.7016     	3.74629E-3  	0.45 hours/million states
22990000	-4481.9651  	-197.3041   	-4284.6611  	31.7979     	3.55382E-3  	0.45 hours/million states
22991000	-4478.0151  	-202.7598   	-4275.2552  	31.4230     	3.76873E-3  	0.45 hours/million states
22992000	-4484.2771  	-202.8942   	-4281.3828  	31.2296     	3.74663E-3  	0.45 hours/million states
22993000	-4481.2049  	-201.1920   	-4280.0130  	33.4476     	3.68559E-3  	0.45 hours/million states
22994000	-4488.9505  	-204.1072   	-4284.8433  	32.8904     	3.45698E-3  	0.45 hours/million states
22995000	-4487.4436  	-203.5738   	-4283.8698  	32.5511     	3.44733E-3  	0.45 hours/million states
22996000	-4476.9611  	-198.6465   	-4278.3146  	30.7676     	4.05469E-3  	0.45 hours/million states
22997000	-4470.6447  	-196.2434   	-4274.4013  	33.0607     	3.86501E-3  	0.45 hours/million states
22998000	-4470.9672  	-193.7854   	-4277.1818  	30.0103     	4.30987E-3  	0.45 hours/million states
22999000	-4481.5250  	-189.2139   	-4292.3111  	30.5618     	4.30915E-3  	0.45 hours/million states
23000000	-4483.7669  	-195.7752   	-4287.9917  	31.7237     	4.20779E-3  	0.45 hours/million states
23001000	-4491.8341  	-209.1151   	-4282.7190  	31.1247     	3.34005E-3  	0.45 hours/million states
23002000	-4493.0066  	-211.1573   	-4281.8493  	32.8304     	3.5588E-3   	0.45 hours/million states
23003000	-4494.0706  	-208.7848   	-4285.2858  	36.7572     	3.39706E-3  	0.45 hours/million states
23004000	-4491.6894  	-202.7817   	-4288.9076  	34.9380     	3.79413E-3  	0.45 hours/million states
23005000	-4483.8089  	-198.2952   	-4285.5137  	34.0086     	4.08809E-3  	0.45 hours/million states
23006000	-4472.5782  	-194.4207   	-4278.1575  	32.1110     	3.84723E-3  	0.45 hours/million states
23007000	-4472.3713  	-193.0264   	-4279.3449  	32.3603     	3.76983E-3  	0.45 hours/million states
23008000	-4482.3320  	-196.3339   	-4285.9981  	35.8530     	3.78702E-3  	0.45 hours/million states
23009000	-4477.0835  	-196.1574   	-4280.9261  	31.7243     	4.2699E-3   	0.45 hours/million states
23010000	-4484.4429  	-194.0664   	-4290.3765  	29.8884     	4.02001E-3  	0.45 hours/million states
23011000	-4483.0327  	-199.2610   	-4283.7717  	31.7316     	3.63077E-3  	0.45 hours/million states
23012000	-4489.4307  	-199.9907   	-4289.4400  	31.9400     	3.59474E-3  	0.45 hours/million states
23013000	-4488.7873  	-203.9733   	-4284.8140  	31.9160     	3.70418E-3  	0.45 hours/million states
23014000	-4481.8987  	-202.4925   	-4279.4062  	30.7656     	3.50572E-3  	0.45 hours/million states
23015000	-4484.5323  	-200.2769   	-4284.2554  	32.6215     	3.76872E-3  	0.45 hours/million states
23016000	-4482.1541  	-205.3087   	-4276.8455  	35.7102     	3.44805E-3  	0.45 hours/million states
23017000	-4478.5326  	-201.1668   	-4277.3658  	30.6512     	3.40516E-3  	0.45 hours/million states
23018000	-4481.3056  	-198.9914   	-4282.3142  	31.5393     	3.76752E-3  	0.45 hours/million states
23019000	-4476.6880  	-191.5998   	-4285.0882  	31.4230     	4.01168E-3  	0.45 hours/million states
23020000	-4479.2653  	-194.7158   	-4284.5495  	30.2149     	4.27374E-3  	0.45 hours/million states
23021000	-4472.0709  	-193.9612   	-4278.1097  	31.9655     	3.96772E-3  	0.45 hours/million states
23022000	-4471.6640  	-194.8946   	-4276.7694  	32.3137     	3.63491E-3  	0.45 hours/million states
23023000	-4484.2096  	-197.9620   	-4286.2476  	31.0707     	4.03046E-3  	0.45 hours/million states
23024000	-4476.1667  	-189.9422   	-4286.2245  	33.4553     	4.22111E-3  	0.45 hours/million states
23025000	-4486.3839  	-203.6532   	-4282.7307  	32.7186     	3.20418E-3  	0.45 hours/million states
23026000	-4479.3358  	-200.5109   	-4278.8249  	34.5794     	3.26977E-3  	0.45 hours/million states
23027000	-4476.2800  	-199.6989   	-4276.5811  	32.3591     	3.69881E-3  	0.45 hours/million states
23028000	-4483.1865  	-198.6179   	-4284.5686  	31.4251     	4.01174E-3  	0.45 hours/million states
23029000	-4477.4901  	-202.7037   	-4274.7864  	32.2671     	3.82276E-3  	0.45 hours/million states
23030000	-4478.6602  	-201.4262   	-4277.2340  	31.4419     	3.70926E-3  	0.45 hours/million states
23031000	-4479.5082  	-198.7454   	-4280.7628  	32.0530     	4.0602E-3   	0.45 hours/million states
23032000	-4486.0888  	-205.2827   	-4280.8061  	35.9348     	3.28937E-3  	0.45 hours/million states
23033000	-4472.6726  	-200.8510   	-4271.8216  	31.9746     	3.67345E-3  	0.45 hours/million states
23034000	-4471.6991  	-203.1622   	-4268.5368  	33.0341     	3.58358E-3  	0.45 hours/million states
23035000	-4475.7285  	-196.4199   	-4279.3085  	30.1758     	3.89413E-3  	0.45 hours/million states
23036000	-4482.1557  	-193.9146   	-4288.2411  	33.8962     	3.72159E-3  	0.45 hours/million states
23037000	-4483.9335  	-196.1691   	-4287.7644  	31.4480     	3.76411E-3  	0.45 hours/million states
23038000	-4477.2356  	-198.8167   	-4278.4189  	32.3721     	3.18399E-3  	0.45 hours/million states
23039000	-4482.3750  	-202.0565   	-4280.3185  	33.5824     	3.87677E-3  	0.45 hours/million states
23040000	-4474.8659  	-201.4196   	-4273.4463  	32.9878     	3.80752E-3  	0.45 hours/million states
23041000	-4478.7298  	-203.2878   	-4275.4421  	33.3640     	3.90423E-3  	0.45 hours/million states
23042000	-4484.9166  	-203.5455   	-4281.3711  	33.1002     	4.01989E-3  	0.45 hours/million states
23043000	-4496.2661  	-202.6319   	-4293.6341  	33.7409     	3.49887E-3  	0.45 hours/million states
23044000	-4479.1264  	-196.0579   	-4283.0685  	30.4558     	3.95698E-3  	0.45 hours/million states
23045000	-4476.8908  	-200.9765   	-4275.9144  	31.0047     	3.33084E-3  	0.45 hours/million states
23046000	-4482.4941  	-206.1061   	-4276.3880  	33.2437     	3.71649E-3  	0.45 hours/million states
23047000	-4491.9808  	-204.9744   	-4287.0064  	33.3213     	3.35821E-3  	0.45 hours/million states
23048000	-4492.6899  	-202.2629   	-4290.4270  	33.3640     	3.67665E-3  	0.45 hours/million states
23049000	-4480.7508  	-199.3354   	-4281.4153  	32.9616     	3.74607E-3  	0.45 hours/million states
23050000	-4480.6201  	-200.2508   	-4280.3693  	30.3935     	3.94502E-3  	0.45 hours/million states
23051000	-4492.1586  	-210.1501   	-4282.0085  	36.1587     	3.20116E-3  	0.45 hours/million states
23052000	-4486.1955  	-204.6431   	-4281.5524  	31.3252     	3.50421E-3  	0.45 hours/million states
23053000	-4490.9404  	-204.3231   	-4286.6173  	33.5909     	3.44381E-3  	0.45 hours/million states
23054000	-4487.5055  	-204.6183   	-4282.8872  	32.8630     	3.3143E-3   	0.45 hours/million states
23055000	-4484.8787  	-205.4683   	-4279.4104  	35.1051     	3.41132E-3  	0.45 hours/million states
23056000	-4485.5522  	-202.2458   	-4283.3064  	33.3598     	3.11709E-3  	0.45 hours/million states
23057000	-4493.1523  	-203.9449   	-4289.2074  	33.4712     	3.70115E-3  	0.45 hours/million states
23058000	-4492.5535  	-206.6109   	-4285.9426  	33.8068     	3.64772E-3  	0.45 hours/million states
23059000	-4483.0420  	-204.1335   	-4278.9084  	31.6019     	3.6232E-3   	0.45 hours/million states
23060000	-4485.1344  	-202.0052   	-4283.1292  	31.7409     	3.71131E-3  	0.45 hours/million states
23061000	-4485.2948  	-205.4580   	-4279.8369  	34.1109     	3.57362E-3  	0.45 hours/million states
23062000	-4490.8733  	-208.7508   	-4282.1225  	35.2686     	3.12702E-3  	0.45 hours/million states
23063000	-4491.9994  	-211.7971   	-4280.2023  	33.8275     	2.98705E-3  	0.45 hours/million states
23064000	-4487.8753  	-203.2571   	-4284.6182  	31.4118     	3.57161E-3  	0.45 hours/million states
23065000	-4486.0655  	-198.7078   	-4287.3577  	29.6424     	3.73605E-3  	0.45 hours/million states
23066000	-4501.7335  	-215.3846   	-4286.3490  	33.9666     	3.4683E-3   	0.45 hours/million states
23067000	-4503.9948  	-213.5306   	-4290.4642  	33.8923     	3.64225E-3  	0.45 hours/million states
23068000	-4503.2147  	-219.7489   	-4283.4659  	33.1573     	2.98438E-3  	0.45 hours/million states
23069000	-4505.7179  	-217.5987   	-4288.1192  	33.6223     	3.19041E-3  	0.45 hours/million states
23070000	-4496.7184  	-213.5183   	-4283.2002  	33.1970     	2.96429E-3  	0.45 hours/million states
23071000	-4493.2570  	-211.8904   	-4281.3666  	35.1688     	3.29499E-3  	0.45 hours/million states
23072000	-4498.3051  	-210.4814   	-4287.8237  	34.9644     	3.06871E-3  	0.45 hours/million states
23073000	-4490.9545  	-210.5812   	-4280.3734  	35.2391     	3.33034E-3  	0.45 hours/million states
23074000	-4490.9186  	-208.8620   	-4282.0566  	32.7410     	3.71207E-3  	0.45 hours/million states
23075000	-4494.9753  	-205.9240   	-4289.0512  	31.4590     	3.99196E-3  	0.45 hours/million states
23076000	-4496.3020  	-201.1539   	-4295.1481  	35.1407     	3.20903E-3  	0.45 hours/million states
23077000	-4488.6555  	-202.4596   	-4286.1959  	32.4129     	3.61326E-3  	0.45 hours/million states
23078000	-4484.2598  	-200.0966   	-4284.1632  	32.9867     	3.63563E-3  	0.45 hours/million states
23079000	-4483.1137  	-200.6600   	-4282.4537  	32.2118     	3.43591E-3  	0.45 hours/million states
23080000	-4469.3544  	-198.6003   	-4270.7541  	31.5106     	3.54967E-3  	0.45 hours/million states
23081000	-4473.5841  	-197.6870   	-4275.8970  	30.2668     	3.70196E-3  	0.45 hours/million states
23082000	-4476.8699  	-194.1238   	-4282.7461  	30.6826     	3.83892E-3  	0.45 hours/million states
23083000	-4490.4412  	-202.2996   	-4288.1415  	30.9807     	3.53364E-3  	0.45 hours/million states
23084000	-4494.3755  	-202.3034   	-4292.0721  	31.1124     	3.80108E-3  	0.45 hours/million states
23085000	-4480.2854  	-196.3070   	-4283.9783  	32.7357     	3.81507E-3  	0.45 hours/million states
23086000	-4476.4210  	-185.7592   	-4290.6618  	29.9447     	4.34951E-3  	0.45 hours/million states
23087000	-4477.6284  	-196.0844   	-4281.5440  	31.3581     	3.90388E-3  	0.45 hours/million states
23088000	-4476.0878  	-193.0669   	-4283.0209  	32.2102     	4.04314E-3  	0.45 hours/million states
23089000	-4474.8452  	-195.3594   	-4279.4858  	31.6684     	3.92148E-3  	0.45 hours/million states
23090000	-4485.1167  	-200.7987   	-4284.3180  	32.0381     	3.86693E-3  	0.45 hours/million states
23091000	-4482.1231  	-196.9898   	-4285.1334  	30.1950     	3.49543E-3  	0.45 hours/million states
23092000	-4484.2032  	-197.5986   	-4286.6046  	31.5135     	3.25993E-3  	0.45 hours/million states
23093000	-4492.4369  	-202.3662   	-4290.0707  	32.6372     	3.5871E-3   	0.45 hours/million states
23094000	-4497.7049  	-202.2078   	-4295.4972  	37.3316     	3.15853E-3  	0.45 hours/million states
23095000	-4479.7344  	-204.4355   	-4275.2989  	32.5421     	3.78454E-3  	0.45 hours/million states
23096000	-4487.8715  	-200.7014   	-4287.1701  	33.2809     	3.88279E-3  	0.45 hours/million states
23097000	-4485.9617  	-202.2869   	-4283.6747  	33.3994     	3.25887E-3  	0.45 hours/million states
23098000	-4493.5134  	-201.7448   	-4291.7686  	31.0120     	3.54611E-3  	0.45 hours/million states
23099000	-4483.6638  	-202.3949   	-4281.2689  	32.4714     	3.67301E-3  	0.45 hours/million states
23100000	-4482.0467  	-198.7859   	-4283.2607  	32.3609     	3.72055E-3  	0.45 hours/million states
23101000	-4479.8678  	-203.0918   	-4276.7760  	32.4708     	3.74335E-3  	0.45 hours/million states
23102000	-4481.8607  	-205.2091   	-4276.6516  	33.9282     	3.55445E-3  	0.45 hours/million states
23103000	-4486.7820  	-206.1628   	-4280.6192  	32.9789     	3.41218E-3  	0.45 hours/million states
23104000	-4500.7366  	-206.5192   	-4294.2173  	33.5326     	3.6331E-3   	0.45 hours/million states
23105000	-4482.1711  	-199.8001   	-4282.3709  	33.8263     	3.61518E-3  	0.45 hours/million states
23106000	-4487.2481  	-198.8409   	-4288.4072  	32.3038     	4.0816E-3   	0.45 hours/million states
23107000	-4490.2040  	-207.1073   	-4283.0967  	32.6753     	3.15453E-3  	0.45 hours/million states
23108000	-4498.6901  	-204.4078   	-4294.2823  	34.1967     	3.47298E-3  	0.45 hours/million states
23109000	-4475.2231  	-199.4205   	-4275.8026  	32.5802     	4.10117E-3  	0.45 hours/million states
23110000	-4477.0318  	-203.4124   	-4273.6194  	33.4465     	3.81146E-3  	0.45 hours/million states
23111000	-4482.9534  	-200.3056   	-4282.6477  	31.9742     	3.66913E-3  	0.45 hours/million states
23112000	-4482.1708  	-194.7331   	-4287.4376  	31.8345     	3.66016E-3  	0.45 hours/million states
23113000	-4480.4629  	-193.0237   	-4287.4392  	30.9975     	3.94547E-3  	0.45 hours/million states
23114000	-4475.1872  	-194.3424   	-4280.8449  	29.9785     	3.70177E-3  	0.45 hours/million states
23115000	-4476.3261  	-196.5865   	-4279.7396  	34.4306     	4.24337E-3  	0.45 hours/million states
23116000	-4479.0419  	-197.0087   	-4282.0332  	30.9627     	3.97082E-3  	0.45 hours/million states
23117000	-4480.9917  	-200.6083   	-4280.3833  	33.5882     	3.69536E-3  	0.45 hours/million states
23118000	-4477.1195  	-198.9120   	-4278.2075  	30.8153     	3.84064E-3  	0.45 hours/million states
23119000	-4482.3607  	-198.9726   	-4283.3882  	30.4591     	3.91705E-3  	0.45 hours/million states
23120000	-4476.1247  	-196.1762   	-4279.9485  	32.2348     	3.86597E-3  	0.45 hours/million states
23121000	-4481.7048  	-203.5977   	-4278.1071  	31.6427     	3.672E-3    	0.45 hours/million states
23122000	-4476.6995  	-196.7937   	-4279.9058  	31.9862     	4.31776E-3  	0.45 hours/million states
23123000	-4480.3066  	-202.7829   	-4277.5238  	30.6556     	3.58169E-3  	0.45 hours/million states
23124000	-4492.1321  	-205.6458   	-4286.4863  	32.7263     	4.02153E-3  	0.45 hours/million states
23125000	-4485.8445  	-202.7985   	-4283.0459  	32.1935     	4.12494E-3  	0.45 hours/million states
23126000	-4483.0803  	-199.3153   	-4283.7650  	31.4247     	3.38441E-3  	0.45 hours/million states
23127000	-4492.1767  	-198.9907   	-4293.1859  	31.6823     	3.88234E-3  	0.45 hours/million states
23128000	-4478.2149  	-200.2133   	-4278.0016  	32.9661     	3.581E-3    	0.45 hours/million states
23129000	-4474.4402  	-202.1659   	-4272.2743  	31.1361     	3.61164E-3  	0.45 hours/million states
23130000	-4469.5258  	-200.6727   	-4268.8531  	32.0624     	3.69784E-3  	0.45 hours/million states
23131000	-4485.2416  	-200.8373   	-4284.4043  	33.4360     	3.78591E-3  	0.45 hours/million states
23132000	-4484.1335  	-205.6115   	-4278.5220  	32.0802     	3.5395E-3   	0.45 hours/million states
23133000	-4478.9932  	-199.7626   	-4279.2306  	35.6627     	3.68021E-3  	0.45 hours/million states
23134000	-4477.4481  	-199.7452   	-4277.7029  	31.3207     	3.76532E-3  	0.45 hours/million states
23135000	-4483.5986  	-196.7139   	-4286.8847  	31.2355     	4.14557E-3  	0.45 hours/million states
23136000	-4477.8603  	-201.4201   	-4276.4403  	33.6334     	3.56396E-3  	0.45 hours/million states
23137000	-4483.5268  	-199.9113   	-4283.6155  	33.2554     	3.47002E-3  	0.45 hours/million states
23138000	-4496.5569  	-205.8387   	-4290.7182  	33.3634     	3.6118E-3   	0.45 hours/million states
23139000	-4481.9917  	-199.9114   	-4282.0804  	32.3114     	3.75277E-3  	0.45 hours/million states
23140000	-4487.2797  	-201.0346   	-4286.2452  	34.1505     	3.92835E-3  	0.45 hours/million states
23141000	-4488.6900  	-200.7281   	-4287.9619  	31.5411     	3.65004E-3  	0.45 hours/million states
23142000	-4484.4741  	-197.2529   	-4287.2212  	31.5636     	4.0632E-3   	0.45 hours/million states
23143000	-4485.1244  	-198.5108   	-4286.6136  	30.4952     	4.11472E-3  	0.45 hours/million states
23144000	-4475.9049  	-190.1753   	-4285.7296  	32.4348     	3.81741E-3  	0.45 hours/million states
23145000	-4476.8873  	-193.4327   	-4283.4546  	32.9453     	4.25465E-3  	0.45 hours/million states
23146000	-4480.9697  	-197.5951   	-4283.3746  	31.6209     	3.63686E-3  	0.45 hours/million states
23147000	-4473.7830  	-192.9258   	-4280.8572  	30.7203     	3.9512E-3   	0.45 hours/million states
23148000	-4468.2144  	-189.3508   	-4278.8636  	31.2165     	3.99545E-3  	0.45 hours/million states
23149000	-4475.8153  	-193.7252   	-4282.0900  	30.2135     	4.11103E-3  	0.45 hours/million states
23150000	-4486.9540  	-198.4236   	-4288.5304  	31.6203     	3.62166E-3  	0.45 hours/million states
23151000	-4480.0158  	-194.7861   	-4285.2297  	30.7044     	4.11697E-3  	0.45 hours/million states
23152000	-4485.9497  	-195.1380   	-4290.8117  	33.1464     	4.28198E-3  	0.45 hours/million states
23153000	-4481.8320  	-191.8491   	-4289.9829  	29.5245     	3.8228E-3   	0.45 hours/million states
23154000	-4474.4690  	-193.1534   	-4281.3156  	32.8686     	3.93056E-3  	0.45 hours/million states
23155000	-4475.7012  	-198.5129   	-4277.1883  	30.4989     	3.82426E-3  	0.45 hours/million states
23156000	-4481.7106  	-194.1675   	-4287.5431  	32.9585     	4.06832E-3  	0.45 hours/million states
23157000	-4486.1588  	-195.8627   	-4290.2961  	30.7916     	4.25633E-3  	0.45 hours/million states
